title,href,date,description,keywords
"Replication Data for: ""Political Sophistication and the Dimensionality of Elite and Mass Attitudes, 1980-2004,"" by Robert N. Lupton, William M. Myers, and Judd R. Thornton",/dataset.xhtml?persistentId=doi:10.7910/DVN/AOL6XC,"May 15, 2015","This Dataset provides Stata data and do-files to replicate all empirical results presented in the tables and figures in the article ""Political Sophistication and the Dimensionality of Elite and Mass Attitudes, 1980-2004, by Robert N. Lupton, William M. Myers, and Judd R. Thornton. All models were estimated in Stata 12. (2015-05-07)","Ideology, public opinion, constraint, elite and mass attitudes"
Replication Data for: A Disconnect in Representation? Comparison of Trends in Congressional and Public Polarization,/dataset.xhtml?persistentId=doi:10.7910/DVN/NJRZXP,"May 15, 2015","The files here reproduce the results and analysis presented in Hill, Seth J. and Chris Tausanovitch. 2015. ""A Disconnect in Representation? Comparison of Trends in Congressional and Public Polarization."" Journal of Politics.","political polarization, congressional polarization, ideal point estimation item response theory"
"Replication Data for: ""Executive Power and Economic Accountability"" by Ryan E. Carlin and Shane P. Singh",/dataset.xhtml?persistentId=doi:10.7910/DVN/GKWF0N,"May 7, 2015","This is the Stata data and do-file used for the models that appear in ""Executive Power and Economic Accountability"" by Ryan E. Carlin and Shane P. Singh. All models estimated in Stata 13.",
Replication Data for: How Legislators Respond To Localized Economic Shocks: Evidence From Chinese Import Competition,/dataset.xhtml?persistentId=doi:10.7910/DVN/PAKFM8,"Apr 30, 2015","We explore the effects of localized economic shocks from trade on roll-call behavior and electoral outcomes in the U.S. House, 1990--2010. We demonstrate that economic shocks from Chinese import competition---first studied by Autor, Dorn, and Hanson (2013)---cause legislators to vote in the more protectionist direction on trade bills but cause no change in their voting on all other bills. At the same time, these shocks have no effect on the reelection rates of incumbents, the probability an incumbent faces a primary challenge, or the partisan control of the district. Though changes in economic conditions are likely to cause electoral turnover in many cases, incumbents exposed to negative economic shocks from trade appear able to fend off these effects in equilibrium by taking strategic positions on foreign-trade bills. In line with this view, we find that the effect on roll-call voting is strongest in districts where incumbents are most threatened, electorally. Taken together, these results paint a picture of responsive incumbents who tailor their roll-call positions on trade bills to the economic conditions in their districts.","congress, roll-call voting, trade policy, representation, elections"
Replication Data for: Careful Commitments: Democratic States and Alliance Design,/dataset.xhtml?persistentId=doi:10.7910/DVN/DGHX1E,"Apr 22, 2015","Evidence suggests that leaders of democratic states experience high costs from violating past commitments. We argue that because democratic leaders foresee the costs of violation, they are careful to design agreements they expect to have a high probability of fulfilling. This may cause democratic leaders to prefer flexible or limited commitments. We evaluate our argument by analyzing the design of alliance treaties signed by countries of the world between 1815 and 2003. We find that alliances formed among democratic states are more likely to include obligations for future consultation rather than precommitting leaders to active conflict, and defense pacts formed among democratic states are more likely to specify limits to the conditions under which member states must join their partners in conflict. This research suggests that separating screening effects and constraining effects of international agreements is even more difficult than previously believed. States with the greatest likelihood of being constrained are more carefully screened. (2015-04-22)","Alliance, Democracy, Treaty, Commitment, International Agreement, International Cooperation"
Do Alliances Really Deter,/dataset.xhtml?persistentId=doi:10.7910/DVN/29743,"Apr 2, 2015","These files replicate the analysis performed in Kenwick, Vasquez, and Powers' ""Do Alliances Really Deter."" Data sets consist of 10 year observations and record whether an alliance was formed in year five of a given observation and the frequency of interstate conflict before and after this time. Please see the README file and online appendix for additional details. (2015)",
Incumbency Disadvantage under Electoral Rules with Intra-Party Competition: Evidence from Japan,/dataset.xhtml?persistentId=doi:10.7910/DVN/29566,"Mar 22, 2015","Replication data and code for the JOP article ""Incumbency Disadvantage under Electoral Rules with Intra-Party Competition: Evidence from Japan."" (2015)","incumbency advantage, elections, Japan"
It's Nothing Personal:   The Decline of the Incumbency Advantage in U.Sl House Elections,/dataset.xhtml?persistentId=doi:10.7910/DVN/29559,"Mar 19, 2015","Documentation and data for replication in the three data sets analyzed in ""It's Nothing Personal: The Decline of the Incumbency Advantage in U.S. House Elections."" Contains data sets incorporating variables from the ANES Cumulative Data File, the 2012 ANES Time Series Study, and a set of aggregate data compiled by the author. Data are in Stata format and documentation describes the variables and gives the State commands necessary to replicate the data used in the figures in the paper. (2015)","Congress, elections, incumbency, partisanship"
Immigration Enforcement and the Redistribution of Political Trust,/dataset.xhtml?persistentId=doi:10.7910/DVN/29487,"Mar 16, 2015","Code and data needed to replicate the results in JOP article ""Immigration Enforcement and the Redistribution of Political Trust"" (2015)",
Competing Agendas in Theories of Congress: Assessing Agenda Control Using Counterfactual Data,/dataset.xhtml?persistentId=doi:10.7910/DVN/29446,"Mar 9, 2015",Replication data for manuscript. (2015-03-10),roll rates
"Bias Will Find a Way: Economic Perceptions, Attributions of Blame, and Partisan-Motivated Reasoning during Crisis",/dataset.xhtml?persistentId=doi:10.7910/DVN/29379,"Mar 8, 2015","This site contains the files necessary to reproduce the main as well as the supplementary results from ""Bias Will Find a Way: Economic Perceptions, Attributions of Blame, and Partisan-Motivated Reasoning during Crisis."" The dataverse contains monthly survey data from the British 2004-2010 Continuous Monitoring Survey as well as a nine wave panel (2005-2010) from the British Election Study. The original data files can be found here: http://bes2009-10.org/ (2015)","motivated reasoning, economic voting, rationalization, attribution"
English Bacon: Co-partisan Bias in Intergovernmental Grant Allocation in England,/dataset.xhtml?persistentId=doi:10.7910/DVN/29427,"Mar 8, 2015","Replication data and do file for the paper: ""English Bacon: Co-partisan Bias in Intergovernmental Grant Allocation in England"". The data contains information on central government grants and partisan composition of English local authorities 1992-2012.",
Coethnic Bias and Wartime Informing,/dataset.xhtml?persistentId=doi:10.7910/DVN/29314,"Mar 5, 2015","Information about insurgent groups is a central resource in civil wars: counterinsurgets seek it, insurgents safeguard it, and civilians often trade it. Yet despite its essential role in civil war dynamics, the act of informing is still poorly understood, due mostly to the classified nature of informant ""tips"" and the absence of reliable data on civilian attitudes. We use a 2,700 respondent survey experiment in 100 villages to examine attitudes toward the Guardians of Peace program, a widespread campaign by the International Security Assistance Force (ISAF) in Afghanistan to recruit local informants. We find that coethnic bias - the systematic tendency to favor cooperation with coethnics - shapes attitudes about informing and beliefs about retaliation, especially among Tajik respondents. This bias persists even after adjusting for additional explanations and potential confounding variables, suggesting that identity considerations such as coethnicity influence attitudes toward a high-risk behavior in wartime settings. (2015-03)","ethnicity, coethnic bias, intergroup conflict, multilevel modeling, public opinion, sensitive questions, wartime informing"
